Product Status,Instrument Status,Instrument,ISIN,Product ID,Instrument ID,WKN,Mnemonic,MIC Code,CCP eligible Code,Trading Model Type,Product Assignment Group,Product Assignment Group Description,Designated Sponsor Member ID,Designated Sponsor,Price Range Value,Price Range Percentage,Minimum Quote Size,Instrument Type,Tick Size 1,Upper Price Limit Max,Tick Size 2,Upper Price Limit 2,Tick Size 3,Upper Price Limit 3,Tick Size 4,Upper Price Limit 4,Tick Size 5,Upper Price Limit 5,Tick Size 6,Upper Price Limit 6,Tick Size 7,Upper Price Limit 7,Tick Size 8,Upper Price Limit 8,Tick Size 9,Upper Price Limit 9,Tick Size 10,Upper Price Limit 10,Tick Size 11,Upper Price Limit 11,Tick Size 12,Upper Price Limit 12,Tick Size 13,Upper Price Limit 13,Tick Size 14,Upper Price Limit 14,Tick Size 15,Upper Price Limit 15,Tick Size 16,Upper Price Limit 16,Tick Size 17,Upper Price Limit 17,Tick Size 18,Upper Price Limit 18,Tick Size 19,Upper Price Limit 19,Tick Size 20,Upper Price Limit 20,Number of Decimal Digits,Unit of Quotation,Market Segment,Market Segment Supplement,Clearing Location,Primary Market MIC Code,Reporting Market,Settlement Period,Settlement Currency,Closed Book Indicator,Market Imbalance Indicator,CUM/EX Indicator,Minimum Iceberg Total Volume,Minimum Iceberg Display Volume,EMDI Incremental A - Unnetted,EMDI Incremental A - Unnetted Port,EMDI Incremental B - Unnetted,EMDI Incremental B - Unnetted Port,EMDI Snapshot A - Unnetted,EMDI Snapshot A - Unnetted Port,EMDI Snapshot B - Unnetted,EMDI Snapshot B - Unnetted Port,EMDI Market Depth - Unnetted,EMDI Snapshot Recovery Time Interval - Unnetted,MDI Address A - Netted,MDI Port A - Netted,MDI Address B - Netted,MDI Port B - Netted,MDI Market Depth - Netted,MDI Market Depth Time Interval - Netted,MDI Recovery Time Interval - Netted,EOBI Incremental A,EOBI Incremental Port A,EOBI Incremental B,EOBI Incremental Port B,EOBI Snapshot A,EOBI Snapshot Port A,EOBI Snapshot B,EOBI Snapshot Port B,Market Maker Member ID,Market Maker,Regulatory Liquid Instrument,Pre-trade LIS Value,BEST eligible,Partition ID,Multi CCP-eligible,Tick Size Band,Security Sub Type,Issuer Mnemonic,Issue Date,Underlying,Maturity Date,Flat Indicator,Coupon Rate,Previous Coupon Payment Date,Next Coupon Payment Date,Pool Factor,Indexation Coefficient,Accrued Interest Calculation Method,Country Of Issue,Minimum Tradable Unit,In-Subscription,Strike Price,Minimum Order Quantity,Off-Book Reporting Market,Instrument Auction Type,Specialist Member ID,Specialist,Liquidity Provider User Group,Specialist User Group,Quoting Period Start,Quoting Period End,Currency,Warrant Type,First Trading Date,Last Trading Date,Deposit Type,Single Sided Quote Support
Active,Active,FACC AG INH.AKT.,AT00000FACC2,52092,2504163,000A1147K,1FC,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,1300,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,HREDB#HRTZI,HRTEU Limited#HUDSON RIVER TRADING EUROPE LTD.,Y,300000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,RAIFFEISEN BK INTL INH.,AT0000606306,52094,2504165,000A0D9SU,RAW,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,900,CS,0.0001,0.1,0.0001,0.2,0.0001,0.5,0.0002,1,0.0005,2,0.001,5,0.002,10,0.005,20,0.01,50,0.02,100,0.05,200,0.1,500,0.2,1000,0.5,2000,1,5000,2,10000,5,20000,10,50000,20,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,400000,N,57,Y,ESMA_LB5,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-08-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,PORR AG,AT0000609607,52095,2504166,850185,ABS2,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,1000,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,200000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,LENZING AG,AT0000644505,52097,2504168,852927,LEN,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,200,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,HREDB#HRTZI,HRTEU Limited#HUDSON RIVER TRADING EUROPE LTD.,Y,300000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,ERSTE GROUP BNK INH. O.N.,AT0000652011,52098,2504169,909943,EBO,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,600,CS,0.0001,0.1,0.0001,0.2,0.0001,0.5,0.0002,1,0.0005,2,0.001,5,0.002,10,0.005,20,0.01,50,0.02,100,0.05,200,0.1,500,0.2,1000,0.5,2000,1,5000,2,10000,5,20000,10,50000,20,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,GLELO,Gair Loch Enterprises Ltd,Y,650000,N,57,Y,ESMA_LB5,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-03-30,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,S IMMO AG,AT0000652250,52099,2504170,902388,T1L,XETR,Y,Continuous,AST0,OESTERREICH,HAUZI#,HAUCK & AUFHAEUSER PRIVATBANKIERS AG#,,4,700,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,CENWI,RAIFFEISEN CENTROBANK AG,Y,200000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2013-04-03,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,TELEKOM AUSTRIA AG,AT0000720008,52102,2504173,588811,TA1,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,0.32,,2000,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,200000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,ANDRITZ AG,AT0000730007,52103,2504174,632305,AZ2,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,600,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,400000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-08-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,OMV AG,AT0000743059,52104,2504175,874341,OMV,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,400,CS,0.0001,0.1,0.0001,0.2,0.0001,0.5,0.0002,1,0.0005,2,0.001,5,0.002,10,0.005,20,0.01,50,0.02,100,0.05,200,0.1,500,0.2,1000,0.5,2000,1,5000,2,10000,5,20000,10,50000,20,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,BALFR,BAADER BANK AG,Y,500000,N,57,Y,ESMA_LB5,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-07-13,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,VERBUND AG       INH. A,AT0000746409,52105,2504176,877738,OEWA,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,500,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,400000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2012-03-30,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,SANOCHEM. PHARMAZEUTIKA,AT0000776307,77177,3490681,919963,SAC,XETR,Y,Continuous,AST0,OESTERREICH,MWBMU#,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG#,0.1,,2000,CS,0.0002,0.1,0.0005,0.2,0.001,0.5,0.002,1,0.005,2,0.01,5,0.02,10,0.05,20,0.1,50,0.2,100,0.5,200,1,500,2,1000,5,2000,10,5000,20,10000,50,20000,100,50000,200,10000000000,,,4,Shares,54,,BOCCP,XFRA,XETB,2,EUR,1,1,,10000,0.01,224.0.160.1,59001,224.0.162.1,59001,224.0.160.0,59000,224.0.162.0,59000,10,120000,224.0.161.16,59000,224.0.163.16,59000,10,500,7500,224.0.160.129,59001,224.0.162.129,59001,224.0.160.128,59000,224.0.162.128,59000,,,N,30000,N,59,Y,ESMA_LB2,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2018-10-05,2020-04-14,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,FABASOFT AG,AT0000785407,52107,2504178,922985,FAA,XETR,Y,Continuous,AST0,OESTERREICH,SEYFR#,ODDO SEYDLER BANK AG#,,4,600,CS,0.0002,0.1,0.0005,0.2,0.001,0.5,0.002,1,0.005,2,0.01,5,0.02,10,0.05,20,0.1,50,0.2,100,0.5,200,1,500,2,1000,5,2000,10,5000,20,10000,50,20000,100,50000,200,10000000000,,,4,Shares,45,,BOCCP,XFRA,XETA,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,N,60000,N,57,Y,ESMA_LB2,,,,,,,,,,,,,,,N,,1,XETU,,,,,,,,EUR,,2008-02-25,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,UNIQA INSURANCE GROUP AG,AT0000821103,52111,2504182,928900,UN9,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,1700,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,300000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,WARIMPEX FIN.U.BETEIL. AG,AT0000827209,52112,2504183,000A0LGV4,WFS,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,10,2000,CS,0.0002,0.1,0.0005,0.2,0.001,0.5,0.002,1,0.005,2,0.01,5,0.02,10,0.05,20,0.1,50,0.2,100,0.5,200,1,500,2,1000,5,2000,10,5000,20,10000,50,20000,100,50000,200,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,N,30000,N,57,Y,ESMA_LB2,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,WIENERBERGER,AT0000831706,52113,2504184,852894,WIB,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,800,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,300000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-07-13,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,ZUMTOBEL GROUP AG INH. A,AT0000837307,52115,2504186,000A0JLPR,T9Z,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,1600,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,200000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,ROSENBAUER INTL,AT0000922554,52117,2504188,892502,ROI,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,5,300,CS,0.0002,0.1,0.0005,0.2,0.001,0.5,0.002,1,0.005,2,0.01,5,0.02,10,0.05,20,0.1,50,0.2,100,0.5,200,1,500,2,1000,5,2000,10,5000,20,10000,50,20000,100,50000,200,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,N,60000,N,57,Y,ESMA_LB2,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-07,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,VOESTALPINE AG,AT0000937503,52118,2504189,897200,VAS,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,900,CS,0.0001,0.1,0.0001,0.2,0.0001,0.5,0.0002,1,0.0005,2,0.001,5,0.002,10,0.005,20,0.01,50,0.02,100,0.05,200,0.1,500,0.2,1000,0.5,2000,1,5000,2,10000,5,20000,10,50000,20,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,GLELO,Gair Loch Enterprises Ltd,Y,400000,N,57,Y,ESMA_LB5,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2009-03-30,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,SCHOELLER-BLECKMANN OILF.,AT0000946652,52119,2504190,907391,SLL,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,4,300,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,300000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2016-09-08,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,AT+S AUSTR.T.+SYSTEMT.,AT0000969985,52120,2504191,922230,AUS,XETR,Y,Continuous,AST0,OESTERREICH,TUBDU#CENWI#,HSBC TRINKAUS & BURKHARDT AG#RAIFFEISEN CENTROBANK AG#,,2.5,1000,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,BALFR,BAADER BANK AG,Y,300000,N,57,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2011-09-01,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,PETRO WELT TECHNOLOGIE.AG,AT0000A00Y78,52090,2504161,000A0JKWU,O2C,XETR,Y,Continuous,AST0,OESTERREICH,SEYFR#,ODDO SEYDLER BANK AG#,0.32,,2000,CS,0.0002,0.1,0.0005,0.2,0.001,0.5,0.002,1,0.005,2,0.01,5,0.02,10,0.05,20,0.1,50,0.2,100,0.5,200,1,500,2,1000,5,2000,10,5000,20,10000,50,20000,100,50000,200,10000000000,,,4,Shares,45,,BOCCP,XFRA,XETA,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,N,60000,N,57,Y,ESMA_LB2,,,,,,,,,,,,,,,N,,1,XETU,,,,,,,,EUR,,2008-02-25,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,S+T AG (Z.REG.MK.Z.)O.N.,AT0000A0E9W5,52088,2504159,000A0X9EJ,SANT,XETR,Y,Continuous,SDX1,SDAX,PASOS#SEYFR#,Pareto Securities AS#ODDO SEYDLER BANK AG#,,5,1,CS,0.0001,0.1,0.0001,0.2,0.0002,0.5,0.0005,1,0.001,2,0.002,5,0.005,10,0.01,20,0.02,50,0.05,100,0.1,200,0.2,500,0.5,1000,1,2000,2,5000,5,10000,10,20000,20,50000,50,10000000000,,,4,Shares,45,,BOCCP,XFRA,XETA,2,EUR,1,1,,10000,0.01,224.0.160.7,59001,224.0.162.7,59001,224.0.160.6,59000,224.0.162.6,59000,10,120000,224.0.161.19,59000,224.0.163.19,59000,10,500,7500,224.0.160.151,59001,224.0.162.151,59001,224.0.160.150,59000,224.0.162.150,59000,HRTZI#SISDB#JUMAM#CITDB#BALFR#XTXLO#HREDB,HUDSON RIVER TRADING EUROPE LTD.#SUSQUEHANNA INTERNATIONAL SECURITIES#Jump Trading Europe B.V.#Citadel Securities GCS (Ireland) Limited#BAADER BANK AG#XTX Markets Limited#HRTEU Limited,Y,300000,N,55,Y,ESMA_LB4,,,,,,,,,,,,,,,N,,1,XETU,,,,,,,,EUR,,2010-06-16,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,AMS AG,AT0000A18XM4,199787,4706827,000A118Z8,DQW1,XETR,Y,Continuous,AST0,OESTERREICH,OPXAM#,OPTIVER V.O.F.#,,5,300,CS,0.0001,0.1,0.0001,0.2,0.0001,0.5,0.0002,1,0.0005,2,0.001,5,0.002,10,0.005,20,0.01,50,0.02,100,0.05,200,0.1,500,0.2,1000,0.5,2000,1,5000,2,10000,5,20000,10,50000,20,10000000000,,,4,Shares,3,,BOCCP,XVTX,XETB,2,EUR,1,1,,10000,0.01,224.0.160.1,59001,224.0.162.1,59001,224.0.160.0,59000,224.0.162.0,59000,10,120000,224.0.161.16,59000,224.0.163.16,59000,10,500,7500,224.0.160.129,59001,224.0.162.129,59001,224.0.160.128,59000,224.0.162.128,59000,,,Y,500000,N,59,Y,ESMA_LB5,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2020-01-17,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
Active,Active,IMMOFINANZ AG INH.,AT0000A21KS2,76095,3294473,000A2JN9W,IMO1,XETR,Y,Continuous,AST0,OESTERREICH,CENWI#,RAIFFEISEN CENTROBANK AG#,,2.5,900,CS,0.0001,0.1,0.0002,0.2,0.0005,0.5,0.001,1,0.002,2,0.005,5,0.01,10,0.02,20,0.05,50,0.1,100,0.2,200,0.5,500,1,1000,2,2000,5,5000,10,10000,20,20000,50,50000,100,10000000000,,,4,Shares,3,,BOCCP,XWBO,XETB,2,EUR,1,1,,10000,0.01,224.0.160.13,59001,224.0.162.13,59001,224.0.160.12,59000,224.0.162.12,59000,10,120000,224.0.161.22,59000,224.0.163.22,59000,10,500,7500,224.0.160.161,59001,224.0.162.161,59001,224.0.160.160,59000,224.0.162.160,59000,,,Y,300000,N,57,Y,ESMA_LB3,,,,,,,,,,,,,,,N,,1,XETV,,,,,,,,EUR,,2018-06-25,,GIROSAMMELVERWAHRUNG,SSQ_ON_ENTRY_ALLOWED
